state_code,labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_velocity,funding_per_round,milestone_rate,regulatory_risk_flag,churn_risk_flag
CA,1,5.1068,5.1068,0.0,0.0,3,1,25000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,250000000.0,25000000.0,0.0,0,0
CA,1,0.7205,3.5945,2.8384,4.0192,17,4,66000000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,22192333.557498317,16500000.0,3.1230480949406627,0,0
NY,1,1.4192,1.4466,1.663,1.663,5,2,1000000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,0,7849293.563579272,500000.0,10.0,0,0
CA,1,1.3288,2.063,3.2493,3.7836,11,2,13000000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,15583792.85543035,6500000.0,3.1530821377896894,0,0
MA,0,7.6932,14.0329,12.5041,14.0329,3,3,24150000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,3750174.6975790802,8050000.0,1.2278978388998032,0,0
CA,0,5.8411,8.2219,0.0,0.0,4,3,47218498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3333,1,19033577.07191229,15739499.333333334,0.0,0,0
MA,1,3.6137,4.3753,0.0,7.9178,1,2,11800000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,1,13695450.324976787,5900000.0,0.24944498490857844,0,0
NV,0,1.5973,2.1781,0.0822,0.0822,2,2,2387481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1,3506875.734430081,1193740.5,10.0,0,0
MA,1,0.8356,7.5863,11.589,13.5863,35,4,33000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,1,4817025.997343338,8250000.0,2.384017546369142,0,0
VA,1,2.6712,3.8822,4.0027,7.3205,4,2,7500000,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,5720823.798627,3750000.0,0.8777576218620164,0,0
CA,1,6.7479,6.7479,4.0027,4.0027,3,1,25000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,250000000.0,25000000.0,10.0,1,0
CA,1,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,1,4732914.375490966,6326250.0,10.0,0,0
CA,1,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,1,4256233.877901977,2475000.0,1.8357606168155673,0,1
CA,1,2.2712,6.3781,0.0,0.0,8,6,53816776,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,1,12792501.842211608,8969462.666666666,0.0,0,0
NY,1,-0.1671,0.9151,2.674,8.3836,15,2,3500000,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.5,1,2960581.965826425,1750000.0,0.6885155604516663,0,1
CA,1,5.0767,5.0767,4.7562,6.0466,7,1,5000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,50000000.0,5000000.0,1.4384349827387801,0,0
CA,1,0.0,2.5397,3.7699,5.9233,9,3,2515000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6667,1,952759.7833087094,838333.3333333334,1.331321558533771,0,0
MA,1,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,5549316.244962674,4200000.0,1.1544233655289184,0,1
CA,0,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,3225594.1017707856,2450000.0,1.1167777240069987,0,0
WA,0,4.2959,4.2959,5.0027,5.0027,3,1,5000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,50000000.0,5000000.0,10.0,0,0
NY,1,4.4904,4.4904,0.0,0.0,2,1,11000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1,110000000.0,11000000.0,0.0,0,0
CA,1,1.0027,8.2548,0.0,0.0,6,4,68400000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,1,9303464.316317787,17100000.0,0.0,0,0
CA,1,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,1,1548227.2797646697,1000000.0,1.76538088092506,0,0
NY,0,0.6685,1.926,0.0,0.0,2,2,10800000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,7955801.1049723765,5400000.0,10.0,0,0
NY,1,-0.0219,5.2329,5.7616,7.4877,31,5,37000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,1,6909688.503772317,7400000.0,1.6428454082470834,0,0
CA,1,2.5233,2.5233,4.0027,9.8849,5,1,7660000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,76600000.0,7660000.0,0.5014877469827154,0,0
MA,1,0.3397,5.2247,3.0,6.0329,5,4,48730000,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,1,9775325.9779338,12182500.0,0.9575792396820838,0,0
CA,0,0.0,1.4137,1.4137,1.4137,1,2,3350000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,1,2213120.169122019,1675000.0,10.0,0,0
CA,0,3.8767,7.1973,2.6658,7.1973,3,4,28000000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,1,8185698.415482664,7000000.0,0.43182554248083777,0,1
TX,1,1.4959,1.4959,2.0849,2.0849,5,1,2500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,25000000.0,2500000.0,10.0,0,0
IL,1,0.3315,1.1644,2.0795,9.3507,16,2,8000000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,8575410.011791188,4000000.0,0.542652485348383,0,1
NY,1,0.5836,1.6521,0.6329,4.263,6,2,540000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1,462130.93709884473,270000.0,0.5361786547277553,0,1
CA,1,0.0,1.2466,1.0,5.4384,4,2,3100000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,2302094.16307738,1550000.0,0.8813678829543453,0,0
NY,1,1.0904,2.326,2.8301,4.6904,8,2,1200000,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,898472.596585804,600000.0,1.020252002244554,0,0
NY,0,0.0,0.0,0.1096,0.1096,2,1,5000000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,50000000.0,5000000.0,10.0,0,0
CA,1,0.6658,7.3753,2.3726,2.3726,6,6,37079000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.8,1,5445186.871282767,6179833.333333333,10.0,0,0
MA,1,4.3315,11.1699,8.7041,8.7068,3,4,135826373,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.3333,1,19576036.694338754,33956593.25,19.474196689386744,0,0
CA,0,-0.3342,0.2301,0.0,0.0,5,2,5000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,7526719.855486979,2500000.0,0.0,0,0
NY,1,0.2082,1.0849,0.1616,2.6521,3,4,4200000,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,4300194.532609808,1050000.0,1.1580775911986103,0,0
WA,0,3.5808,3.5808,-1.0027,7.5918,3,1,4100000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,41000000.0,4100000.0,0.34504571855770894,0,1
CA,0,0.7726,0.7726,0.3123,1.1479,3,1,2000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,20000000.0,2000000.0,2.1376656690893547,0,1
CO,1,5.0027,5.0027,5.4986,5.4986,3,1,6500000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,65000000.0,6500000.0,10.0,0,0
CA,0,1.4521,1.4521,0.0,0.0,0,1,4000000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,40000000.0,4000000.0,0.0,0,1
CA,0,0.2466,1.0,1.1616,1.1616,3,5,185000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1,216779.9390672604,37000.0,10.0,0,0
OR,1,2.6959,2.6959,3.2192,4.0027,5,1,1300000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,13000000.0,1300000.0,2.2637238256932655,0,0
NY,1,3.7945,3.7945,0.0,0.0,21,1,45000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0,450000000.0,45000000.0,0.0,0,0
MA,1,2.3041,2.3041,-0.3342,2.3589,4,1,2500000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,25000000.0,2500000.0,1.0740754000930863,0,0
TX,1,0.5808,2.737,1.9151,4.6603,11,2,9200000,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,4077652.690364329,4600000.0,0.7029382820188386,0,1
CA,0,-1.4712,-0.137,0.0,0.0,0,4,435953,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,303969.46032631426,108988.25,0.0,0,1
CT,0,-1.0,0.0,-1.5863,0.863,9,2,55600000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0,50545454.54545454,27800000.0,0.7845290864158788,0,0
CO,1,6.263,6.263,1.0,1.0,2,1,10000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,100000000.0,10000000.0,10.0,0,0
WA,0,0.8329,0.8329,0.6658,0.6658,3,1,12000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,120000.0,12000.0,10.0,0,0
MD,0,4.0301,4.0849,0.0,0.0,3,2,2257464,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,14583100.77519378,1128732.0,0.0,1,0
NY,1,0.1671,0.5288,0.1671,2.4438,4,2,983000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.0,1,2129088.1524799652,491500.0,0.8415029242226617,0,0
CA,1,1.4466,2.5068,2.5014,3.6411,15,2,41000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1,35338734.70091363,20500000.0,1.6132935387593772,0,0
TX,0,3.6685,5.5589,0.0,0.0,0,3,9100000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0,4571945.337620578,3033333.3333333335,0.0,0,0
CA,0,2.4438,7.1973,-2.0575,6.8767,6,3,25500100,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,1,5253961.059029566,8500033.333333334,0.3320714617785747,0,0
CA,1,0.2959,0.2959,1.5863,1.6658,3,1,400000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,4000000.0,400000.0,11.142061281337053,0,1
NY,1,4.737,8.3479,0.0,0.0,4,10,22165091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,1,5972969.09105608,2216509.1,0.0,0,0
CA,1,0.1671,0.1671,0.6712,3.3151,4,1,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,1,5000000.0,500000.0,0.7288895367906992,0,0
CA,1,0.663,5.8849,6.211,8.6082,29,5,70000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.8,1,13153197.166425526,14000000.0,1.6017940092904053,0,1
IL,1,1.2603,3.1781,2.8411,2.8411,6,2,4700000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,2329269.5014372086,2350000.0,10.0,0,0
MA,1,2.0055,2.0055,0.0,0.0,1,1,30000000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1,300000000.0,30000000.0,10.0,0,1
MA,1,2.0658,9.3836,7.0055,7.0055,13,5,39000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,1,5257623.5541535225,7800000.0,10.0,0,0
CA,1,6.4356,9.0,10.0082,10.0082,10,3,32000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1,12010208.67737577,10666666.666666666,10.0,0,0
MA,1,0.1151,1.1507,0.0,0.0,7,3,42000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,36984853.821768224,14000000.0,0.0,0,0
CA,1,4.3726,9.3616,4.0027,9.3616,5,3,24510540,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,1,4816376.498329732,8170180.0,0.3663741779479383,0,0
CA,0,5.6548,5.6548,0.0,0.0,0,1,2500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,25000000.0,2500000.0,0.0,0,0
FL,1,3.6027,7.926,8.5945,9.1096,1,3,21460663,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,1,4851731.286595981,7153554.333333333,3.2515038205169873,0,0
NY,1,5.3507,5.3507,0.0,0.0,6,1,15000000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1,150000000.0,15000000.0,0.0,0,0
CA,0,1.4137,4.2795,1.3288,5.1836,5,2,889999,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,300087.32888259494,444999.5,0.5057145746940427,0,0
CA,1,4.2219,4.2219,3.0,3.0,6,1,16000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1,160000000.0,16000000.0,10.0,0,0
CA,1,2.4192,2.4192,2.5041,8.3973,5,1,7000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,70000000.0,7000000.0,0.6674230794900888,0,1
NY,0,0.7479,0.7479,0.0,0.0,3,2,100000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1000000.0,50000.0,0.0,0,0
NY,1,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,15000000.0,1500000.0,1.3645046847994176,0,0
WA,1,6.0356,6.0356,10.4959,12.6137,19,1,8000000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,80000000.0,8000000.0,1.8035891423933634,0,1
CA,1,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,6775067.750677506,2000000.0,1.7859534759119522,0,1
CA,0,0.0164,0.0164,0.0,0.0,3,1,25000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,250000.0,25000.0,0.0,0,1
CA,1,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1,9681816.819965845,10771666.666666666,1.9536337587913506,0,0
CA,0,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,4401120.285163496,6050000.0,10.0,0,1
CA,1,4.2192,5.611,5.0027,5.0027,9,2,20000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5,1,13406622.87169862,10000000.0,10.0,0,0
TX,0,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,1,6657092.622169728,12400000.0,10.0,0,0
CA,1,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,1,20291055.371509694,10290000.0,10.0,0,0
CA,1,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,2251125.5627813907,3150000.0,10.0,0,0
NY,0,2.0,2.0,1.0274,3.1644,8,1,200000,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,2000000.0,200000.0,1.3410818059901652,0,0
OH,0,0.0,0.0,0.0,0.0,2,1,20000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,200000.0,20000.0,10.0,0,0
MA,1,0.0,3.3945,6.9781,9.2192,13,2,11600000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.0,1,3319502.074688797,5800000.0,1.2814488915467086,0,0
CA,1,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,91500000.0,9150000.0,0.35670970963829635,0,1
OH,0,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,12000000.0,1200000.0,5.196154845414393,0,0
CA,0,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,1,17000000.0,1700000.0,20.0,0,0
CA,1,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,696529.6578882599,471666.6666666667,0.8932359706125367,0,0
CA,1,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,1954124.5987065558,2100000.0,0.945000945000945,0,0
MA,1,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,609384.5216331506,250000.0,1.494433236195173,0,1
TX,1,5.9507,5.9507,0.0,0.0,1,1,21500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,215000000.0,21500000.0,0.0,0,0
UT,1,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,6078288.353999513,5000000.0,0.9040365230755323,0,1
CA,0,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,6035961.623991359,4750000.0,10.0,0,0
NM,0,2.9808,5.211,0.0,0.0,4,2,13875001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,1,5954424.942065057,6937500.5,0.0,0,0
NJ,0,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,2750000.0,275000.0,10.0,0,0
CA,1,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,3909115.5681390706,6581256.666666667,10.0,0,0
MA,1,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,579068.967212309,235600.0,10.0,0,0
CA,1,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,11646324.420013042,8333333.333333333,1.0649060220435547,0,0
PA,1,1.5863,3.1808,0.0,0.0,1,3,24150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,14251991.737975802,8050000.0,0.0,0,0
CA,0,1.7479,3.5452,2.0,2.0,4,2,80000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,42165182.1008802,40000000.0,10.0,0,0
CA,1,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,17914012.738853503,18000000.0,0.5457323728443572,0,0
MO,0,1.3973,1.3973,0.0,0.0,1,1,205000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,2050000.0,205000.0,0.0,0,0
CA,1,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,6498576.283641039,7075000.0,1.4548628791736382,0,1
CA,0,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,20000000.0,2000000.0,10.0,0,1
CA,1,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,1,22386606.969048087,5750000.0,0.9176556955830173,0,0
NY,0,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,40000000.0,4000000.0,1.5417823003391922,0,0
NY,0,0.7151,0.7151,0.7479,2.011,2,1,500000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,1,5000000.0,500000.0,1.4672437825544713,0,1
TX,0,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,40000000.0,4000000.0,0.702247191011236,0,0
NY,0,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,3572841.6554562,4515000.0,11.682242990654196,0,1
PA,1,0.0658,4.3863,0.0,0.0,15,4,69900000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,1,15812690.872073296,17475000.0,0.0,1,0
CA,0,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,200000.0,20000.0,10.0,0,0
IN,1,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,28474604.51605963,34029999.85714286,1.6679639719782045,0,0
MA,1,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,0,3938062.5803686236,4900000.0,0.7063393960798162,0,0
CA,1,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,0,390909.0909090909,143333.33333333334,1.0526315789473684,0,0
CA,1,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,5489453.758788535,507500.0,10.0,0,0
CA,0,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,12000000.0,1200000.0,10.0,0,1
PA,1,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,10696190.654907111,8550000.0,0.8981901468540892,0,1
CO,1,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,500000000.0,50000000.0,10.0,0,1
CA,0,0.6548,0.6548,0.0,0.0,3,1,900000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,9000000.0,900000.0,0.0,0,0
CA,0,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,60000000.0,6000000.0,1.136169971027666,0,0
NY,1,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,0,2343810.6325184326,7550000.0,1.5240030480060953,0,0
CA,1,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1,7845103.076633874,12520000.0,0.37852979029449624,0,0
CA,1,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,1,5201743.286939407,3700000.0,1.1484132756574665,0,0
CA,1,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,1,2147497.9696382834,3437500.0,1.824085221261537,0,1
TX,0,0.8712,0.8712,0.0,0.0,1,1,30000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,300000.0,30000.0,0.0,0,0
CA,0,6.263,6.263,6.0055,6.0055,10,1,22200000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,222000000.0,22200000.0,10.0,0,0
